,dataid,use
2013-01-01 06:00:00,6266,0.6667
2013-01-01 07:00:00,6266,0.66895
2013-01-01 08:00:00,6266,0.6652
2013-01-01 09:00:00,6266,0.73095
2013-01-01 10:00:00,6266,1.0045166666666665
2013-01-01 11:00:00,6266,0.45745
2013-01-01 12:00:00,6266,0.4417833333333333
2013-01-01 13:00:00,6266,0.5565666666666667
2013-01-01 14:00:00,6266,0.4276
2013-01-01 15:00:00,6266,0.5554666666666666
2013-01-01 16:00:00,6266,0.86775
2013-01-01 17:00:00,6266,1.2691833333333329
2013-01-01 18:00:00,6266,1.6368
2013-01-01 19:00:00,6266,1.0975666666666668
2013-01-01 20:00:00,6266,1.9005166666666669
2013-01-01 21:00:00,6266,2.2657833333333333
2013-01-01 22:00:00,6266,1.2846333333333333
2013-01-01 23:00:00,6266,0.9772
2013-01-02 00:00:00,6266,1.6100666666666668
2013-01-02 01:00:00,6266,1.96705
2013-01-02 02:00:00,6266,1.2207666666666668
2013-01-02 03:00:00,6266,1.130866666666667
2013-01-02 04:00:00,6266,0.7362333333333332
2013-01-02 05:00:00,6266,0.5425666666666666
2013-01-02 06:00:00,6266,0.6249833333333332
2013-01-02 07:00:00,6266,0.5938666666666667
2013-01-02 08:00:00,6266,0.5441333333333332
2013-01-02 09:00:00,6266,0.5685833333333332
2013-01-02 10:00:00,6266,0.42186666666666656
2013-01-02 11:00:00,6266,0.5909333333333332
2013-01-02 12:00:00,6266,0.6841833333333333
2013-01-02 13:00:00,6266,0.7061833333333332
2013-01-02 14:00:00,6266,1.3818666666666668
2013-01-02 15:00:00,6266,0.4331833333333333
2013-01-02 16:00:00,6266,0.6779166666666666
2013-01-02 17:00:00,6266,0.5246
2013-01-02 18:00:00,6266,0.53695
2013-01-02 19:00:00,6266,0.7111666666666666
2013-01-02 20:00:00,6266,0.39856666666666657
2013-01-02 21:00:00,6266,0.6639166666666666
2013-01-02 22:00:00,6266,0.7710333333333331
2013-01-02 23:00:00,6266,1.1425333333333332
2013-01-03 00:00:00,6266,2.3966
2013-01-03 01:00:00,6266,4.5793
2013-01-03 02:00:00,6266,1.16195
2013-01-03 03:00:00,6266,1.13895
2013-01-03 04:00:00,6266,0.9916666666666664
2013-01-03 05:00:00,6266,1.0970666666666669
2013-01-03 06:00:00,6266,0.6388333333333333
2013-01-03 07:00:00,6266,0.5506166666666666
2013-01-03 08:00:00,6266,0.48405
2013-01-03 09:00:00,6266,0.5684
2013-01-03 10:00:00,6266,0.6349166666666666
2013-01-03 11:00:00,6266,0.6498833333333331
2013-01-03 12:00:00,6266,0.7491333333333331
2013-01-03 13:00:00,6266,0.7051333333333332
2013-01-03 14:00:00,6266,0.8687666666666666
2013-01-03 15:00:00,6266,0.5222
2013-01-03 16:00:00,6266,0.7320833333333332
2013-01-03 17:00:00,6266,0.7900833333333331
2013-01-03 18:00:00,6266,1.1591166666666668
2013-01-03 19:00:00,6266,3.501466666666667
2013-01-03 20:00:00,6266,2.9692
2013-01-03 21:00:00,6266,3.9187
2013-01-03 22:00:00,6266,0.9150833333333332
2013-01-03 23:00:00,6266,0.8372333333333329
2013-01-04 00:00:00,6266,0.90185
2013-01-04 01:00:00,6266,1.24975
2013-01-04 02:00:00,6266,0.90745
2013-01-04 03:00:00,6266,1.20135
2013-01-04 04:00:00,6266,0.8880333333333331
2013-01-04 05:00:00,6266,0.5014333333333332
2013-01-04 06:00:00,6266,0.3378666666666666
2013-01-04 07:00:00,6266,0.3962833333333333
2013-01-04 08:00:00,6266,0.28405
2013-01-04 09:00:00,6266,0.3636833333333333
2013-01-04 10:00:00,6266,0.39215
2013-01-04 11:00:00,6266,0.3798833333333333
2013-01-04 12:00:00,6266,0.7497333333333331
2013-01-04 13:00:00,6266,0.39299999999999996
2013-01-04 14:00:00,6266,0.5056
2013-01-04 15:00:00,6266,0.7270333333333332
2013-01-04 16:00:00,6266,0.4742833333333332
2013-01-04 17:00:00,6266,0.4622833333333332
2013-01-04 18:00:00,6266,0.57865
2013-01-04 19:00:00,6266,0.3491666666666666
2013-01-04 20:00:00,6266,0.3333
2013-01-04 21:00:00,6266,0.6954333333333332
2013-01-04 22:00:00,6266,1.0152
2013-01-04 23:00:00,6266,1.594566666666667
2013-01-05 00:00:00,6266,2.867316666666667
2013-01-05 01:00:00,6266,2.1133333333333333
2013-01-05 02:00:00,6266,1.9648166666666669
2013-01-05 03:00:00,6266,1.9525666666666668
2013-01-05 04:00:00,6266,1.8050166666666667
